logical_offset,track2_raw_offset,byte_len,text,jp_chars,hiragana,katakana,kanji
0x1445D1EE,0x1750420E,18,受け付けみたいだ。,8,6,0,2
0x1445D201,0x17504221,30,左には手荷物カウンターがある。,14,5,5,4
0x1445D220,0x17504240,36,とりあえず、コテージに行ってみよう。,16,11,4,1
0x1445D245,0x17504265,30,一刻を争う事態かもしれないし。,14,9,0,5
0x1445D264,0x17504284,26,カード探しはそれからだな。,12,8,3,1
0x1445D27F,0x1750429F,20,俺のカード〜・・・。,8,1,6,1
0x1445D294,0x175042B4,38,何か情報はないのかな〜・・・しくしく。,17,11,3,3
0x1445D2BB,0x175042DB,34,も、もうちょっとだけ探してみよう。,15,14,0,1
0x1445D2DE,0x175042FE,30,どうやら、そうみたいですねぇ。,13,13,0,0
0x1445D2FD,0x1750431D,20,へぇ、便利そうだな。,8,6,0,2
0x1445D312,0x17504332,32,それにしても、係の娘は美人だな。,14,10,0,4
0x1445D333,0x17504353,30,てきぱきと仕事をこなしている。,14,12,0,2
0x1445D352,0x17504372,14,今日の定期船は,7,2,0,5
0x1445D361,0x17504381,20,もう、出港しました？,8,6,0,2
0x1445D376,0x17504396,24,他にここへの交通手段は？,11,6,0,5
0x1445D38F,0x175043AF,24,人を捜しているんだけど、,11,9,0,2
0x1445D3A8,0x175043C8,28,ちょっと調べてもらえるかな？,13,12,0,1
0x1445D3C5,0x175043E5,20,名前は「藤原美紅」。,7,1,0,6
0x1445D3DA,0x175043FA,8,ええっ！,3,3,0,0
0x1445D3E3,0x17504403,12,それは確か？,5,4,0,1
0x1445D3F0,0x17504410,34,じゃあ、もう一人調べてくれるかな。,15,12,0,3
0x1445D413,0x17504433,26,名前は「鮎川みずえ」です。,10,6,0,4
0x1445D42E,0x1750444E,32,このデータは本当に正確なのかな？,15,8,3,4
0x1445D44F,0x1750446F,30,間違いってことは、ありえない？,13,11,0,2
0x1445D46E,0x1750448E,12,そうですか。,5,5,0,0
0x1445D47B,0x1750449B,20,どうも、ありがとう。,8,8,0,0
0x1445D490,0x175044B0,24,人を捜しているんだけど、,11,9,0,2
0x1445D4A9,0x175044C9,26,記録を調べてもらえるかな？,12,9,0,3
0x1445D4C4,0x175044E4,26,名前は「鮎川みずえ」です。,10,6,0,4
0x1445D4DF,0x175044FF,30,ここでは、パーク内の催し情報を,14,7,3,4
0x1445D4FE,0x1750451E,28,案内してもらうことができる。,13,11,0,2
0x1445D51B,0x1750453B,30,コンピューターの端末を利用して,15,4,7,4
0x1445D53A,0x1750455A,34,好きな情報を取り出すことができる。,16,11,0,5
0x1445D55D,0x1750457D,26,ふんふん、なるほど・・・。,11,8,3,0
0x1445D578,0x17504598,22,ところでサラって何者？,10,6,2,2
0x1445D58F,0x175045AF,10,本当かよ。,4,2,0,2
0x1445D59A,0x175045BA,86,彼女は、有名な世界的シンガーで、神からのメッセージを歌にして伝える特殊能力者なんだろ？,40,16,9,15
0x1445D5F1,0x17504611,86,この島にいる人の中では、一番潜在能力が高いはずだから、真っ先に狙われるんじゃないかな？,40,27,0,13
0x1445D648,0x17504668,26,ありがちなイベントだなぁ。,12,8,4,0
0x1445D663,0x17504683,22,美紅ちゃんも出てみる？,10,7,0,3
0x1445D680,0x175046A0,27,>「大丈夫、君なら勝てる。」,9,4,0,5
0x1445D6A2,0x175046C2,29,>「もっと綺麗な君が見たい。」,11,7,0,4
0x1445D6C6,0x175046E6,29,>「これも仕事の１つなんだ。」,10,8,0,2
0x1445D6E4,0x17504704,28,スポットライトを浴びた君を、,13,4,7,2
0x1445D701,0x17504721,16,見てみたいんだ。,7,6,0,1
0x1445D712,0x17504732,30,我ながら、良く言うよな・・・。,13,7,3,3
0x1445D731,0x17504751,26,これは、関係なさそうだな。,11,9,0,2
0x1445D74C,0x1750476C,26,そんなうらや・・・じゃない,13,10,3,0
0x1445D767,0x17504787,16,趣味わりぃなぁ。,7,5,0,2
0x1445D778,0x17504798,20,どう？君も出てみる？,8,6,0,2
0x1445D793,0x175047B3,27,>「大丈夫。君なら勝てる。」,9,4,0,5
0x1445D7B5,0x175047D5,27,>「君をもっと知りたいんだ」,11,9,0,2
0x1445D7D7,0x175047F7,29,>「もっと綺麗な君が見たい。」,11,7,0,4
0x1445D7F5,0x17504815,30,敵がハニーちゃんに釣られれば、,14,9,3,2
0x1445D814,0x17504964,18,一石二鳥って事さ。,8,3,0,5
0x1445D827,0x17504977,24,よーし、俺が出てみるか。,10,7,1,2
0x1445D840,0x17504990,32,・・・なんだ、「女性に限る」か。,12,6,3,3
0x1445D861,0x175049B1,32,どう？美紅ちゃん、出てくれない？,13,10,0,3
0x1445D888,0x175049D8,27,>「大丈夫、君なら勝てる。」,9,4,0,5
0x1445D8AA,0x175049FA,29,>「もっと綺麗な君が見たい。」,11,7,0,4
0x1445D8CE,0x17504A1E,29,>「これも仕事の１つなんだ。」,10,8,0,2
0x1445D8EC,0x17504A3C,12,冗談だって。,5,3,0,2
0x1445D8F9,0x17504A49,26,んなわけ、ええっ・・・！？,10,7,3,0
0x1445D914,0x17504A64,28,でも、ミエミエ過ぎないかな？,12,7,4,1
0x1445D931,0x17504A81,16,そうだね・・・。,7,4,3,0
0x1445D942,0x17504A92,20,これに出てみるかい？,9,8,0,1
0x1445D95D,0x17504AAD,27,>「君なら優勝間違いなし！」,10,5,0,5
0x1445D97F,0x17504ACF,27,>「君の実力を見てみたい。」,10,6,0,4
0x1445D9A1,0x17504AF1,31,>「戦いの呼吸を合わせるんだ。」,12,8,0,4
0x1445D9C1,0x17504B11,8,大丈夫。,3,0,0,3
0x1445D9CA,0x17504B1A,52,俺とハニーちゃんの組み合わせなら、いい結果がでるさ。,24,16,3,5
0x1445D9FF,0x17504B4F,28,大会もパンサークローも、ね。,12,3,7,2
0x1445DA1C,0x17504B6C,18,ん？なになに・・。,7,5,2,0
0x1445DA2F,0x17504B7F,32,ねぇ、美紅ちゃん。占いだってさ。,13,10,0,3
0x1445DA50,0x17504BA0,24,美紅ちゃん、どうしたの？,10,8,0,2
0x1445DA69,0x17504BB9,16,まいったなぁー。,7,6,1,0
0x1445DA7A,0x17504BCA,18,ん？ここは・・・。,7,4,3,0
0x1445DA8D,0x17504BDD,50,そう言えばここではＥＳＰ能力を計るって言ってたぞ。,21,16,0,5
0x1445DAC0,0x17504C10,54,美紅ちゃんがさらわれたのは、そのすぐ後だったな・・・。,25,19,3,3
0x1445DAF8,0x17504C48,28,何か関係があるかもしれない。,13,10,0,3
0x1445DB15,0x17504C65,28,ハニーちゃん、行ってみない？,12,8,3,1
0x1445DB32,0x17504C82,12,行ってみる？,5,4,0,1
0x1445DB45,0x17504C95,29,>「未来のことがわかるかも。」,11,9,0,2
0x1445DB69,0x17504CB9,31,>「ワナかどうか見抜けるかい？」,12,8,2,2
0x1445DB8F,0x17504CDF,31,>「君との相性が知りたいんだ！」,12,8,0,4
0x1445DBAF,0x17504CFF,34,そういえば、美紅ちゃんと行ったな。,15,12,0,3
0x1445DBD2,0x17504D22,34,ここも調べてみる価値はありそうだ。,16,13,0,3
0x1445DBF5,0x17504D45,28,ばぁーちゃるしあたぁー・・・,14,9,5,0
0x1445DC12,0x17504D62,20,なんだ、ゲームかぁ。,8,5,3,0
0x1445DC27,0x17504D77,32,遊びに来たんじゃないんだけどな。,15,13,0,2
0x1445DC48,0x17504D98,14,まぁ、いっか！,5,5,0,0
0x1445DC57,0x17504DA7,22,じゃあ、ここはやっぱり,10,10,0,0
0x1445DC6E,0x17504DBE,22,ゲームの上手な奴とか。,10,4,3,3
0x1445DC85,0x17504DD5,26,うーっ、こんなのばっかり。,11,10,1,0
0x1445DCA0,0x17504DF0,24,ね、根元からって・・・。,10,5,3,2
0x1445DCB9,0x17504E09,18,確かに妙だ・・・。,8,3,3,2
0x1445DCCC,0x17504E1C,24,「ＧＡＭＥパラダイス」？,5,0,5,0
0x1445DCE5,0x17504E35,18,聞いたことないぞ。,8,7,0,1
0x1445DCF8,0x17504E48,30,事件との関連も考えられるよな。,14,9,0,5
0x1445DD17,0x17504E67,32,それにしても、全力投球中とはね。,14,9,0,5
0x1445DD38,0x17504E88,22,まぁ、女の子にとっちゃ,10,8,0,2
0x1445DD4F,0x17504E9F,20,ありがたい話かもね。,9,8,0,1
0x1445DD64,0x17504EB4,8,ふーん。,3,2,1,0
0x1445DD6D,0x17504EBD,32,・・・まぁ、マナーは大切だよな。,14,6,6,2
0x1445DD8E,0x17504EDE,54,船から降ろされた荷物が、ベルトコンベアで運ばれて来る。,25,12,7,6
0x1445DDC5,0x17504F15,32,どっと集まった人が、自分の荷物を,15,9,0,6
0x1445DDE6,0x17504F36,22,今や遅しと待っている。,10,7,0,3
0x1445DDFD,0x17504F4D,16,係員も大変だな。,7,3,0,4
0x1445DE0E,0x17504F5E,24,おっと、これじゃないな。,10,10,0,0
0x1445DE27,0x17504F77,8,違うな。,3,2,0,1
0x1445DE30,0x17504F80,38,それにしても、ここにいるだけで疲れる。,17,16,0,1
0x1445DE57,0x17504FA7,16,あった、あった！,6,6,0,0
0x1445DE68,0x17504FB8,14,俺のバッグだ。,6,2,3,1
0x1445DE77,0x17504FC7,20,（あっ、かわいい！）,6,6,0,0
0x1445DE8C,0x17504FDC,16,あ、あの〜・・・,6,3,3,0
0x1445DE9D,0x17504FED,32,君のカバンって、あれじゃないの？,14,10,3,1
0x1445DEBE,0x1750500E,16,よく似てるけど。,7,6,0,1
0x1445DECF,0x1750501F,30,な、なんだったんだろう・・・。,13,10,3,0
0x1445DEEE,0x1750503E,26,でも、可愛い娘だったなぁ。,11,8,0,3
0x1445DF0A,0x1750505A,36,・・・まあ、それはさておき仕事仕事！,16,9,3,4
0x1445DF2F,0x1750507F,32,まずはコテージに行ってからだな。,15,10,4,1
0x1445DF50,0x175050A0,52,船の到着時にはあれだけ混雑するのに、今は誰もいない。,24,16,0,8
0x1445DF85,0x175050D5,36,自分が着いた時とかなり印象が違うな。,17,10,0,7
0x1445DFAA,0x175050FA,22,こんなに広かったっけ？,10,9,0,1
0x1445DFC1,0x17505111,30,手掛かりはつかめそうにないな。,14,12,0,2
0x1445DFE0,0x17505130,22,誰もいないみたいだね。,10,9,0,1
0x1445DFF7,0x17505147,34,考えようによっては、人のいない港も,16,13,0,3
0x1445E01A,0x1750529A,18,ロマンチックだね。,8,2,6,0
0x1445E02D,0x175052AD,10,静かだね。,4,3,0,1
0x1445E038,0x175052B8,26,ここから、外は見えないよ。,11,9,0,2
0x1445E053,0x175052D3,40,君と初めて出会ったのは、ここだったよね。,18,14,0,4
0x144675A0,0x1750FD80,18,バックアップラムが,9,1,8,0
0x144675B3,0x1750FD93,19,[3m初期化されてない,8,5,0,3
0x144675CF,0x1750FDAF,36,ファイルメンテナンスでバックアップの,18,2,16,0
0x144675F6,0x1750FDD6,35,[3m初期化をしないと、セーブできない,15,9,3,3
0x14467624,0x1750FE04,26,それでもゲームを始めるの？,12,8,3,1
0x14467640,0x1750FE20,36,始めるなら、ＲＵＮボタンをおしてね。,13,9,3,1
0x14467666,0x1750FE46,18,バックアップがもう,9,3,6,0
0x14467679,0x1750FE59,11,[3mいっぱい,4,4,0,0
0x1446768F,0x1750FE6F,38,ファイルメンテナンスで、いらなくなった,18,8,10,0
0x144676B8,0x1750FE98,41,[3mファイルを消さないと、ゲームのセーブが,18,7,10,1
0x144676E3,0x1750FEC3,8,できない,4,4,0,0
0x144676F4,0x1750FED4,26,それでもゲームを始めるの？,12,8,3,1
0x14467710,0x1750FEF0,36,始めるなら、ＲＵＮボタンをおしてね。,13,9,3,1
0x14467736,0x1750FF16,18,入港ゲート・ロビー,9,0,7,2
0x1446774A,0x1750FF2A,18,ゲート・カウンター,9,0,9,0
0x1446775E,0x1750FF3E,16,手荷物カウンター,8,0,5,3
0x14467772,0x1750FF52,16,インフォ・ＢＯＸ,5,0,5,0
0x14467786,0x1750FF66,16,リゾート・ホテル,8,0,8,0
0x1446779A,0x1750FF7A,14,ホテル・ロビー,7,0,7,0
0x144677AE,0x1750FF8E,18,ホテル・カウンター,9,0,9,0
0x144677D6,0x1750FFB6,12,ホテルの部屋,6,1,3,2
0x144677EA,0x1750FFCA,12,ホテルの部屋,6,1,3,2
0x144677FE,0x1750FFDE,12,ホテルの部屋,6,1,3,2
0x14467812,0x17510122,12,ホテルの部屋,6,1,3,2
0x14467826,0x17510136,12,ホテルの部屋,6,1,3,2
0x1446783A,0x1751014A,12,ホテルの部屋,6,1,3,2
0x14467862,0x17510172,16,松戸歯科・診療室,8,0,1,7
0x14467876,0x17510186,16,松戸歯科・診療室,8,0,1,7
0x1446788A,0x1751019A,10,お笑い劇場,5,2,0,3
0x1446789E,0x175101AE,16,お笑い劇場・客席,8,2,1,5
0x144678B2,0x175101C2,16,お笑い劇場・客席,8,2,1,5
0x144678C6,0x175101D6,16,お笑い劇場・客席,8,2,1,5
0x144678DA,0x175101EA,16,人材派遣センター,8,0,4,4
0x144678EE,0x175101FE,16,人材派遣センター,8,0,4,4
0x14467902,0x17510212,16,人材派遣センター,8,0,4,4
0x14467916,0x17510226,16,人材派遣センター,8,0,4,4
0x1446792A,0x1751023A,14,カラオケＢＯＸ,4,0,4,0
0x1446793E,0x1751024E,14,カラオケＢＯＸ,4,0,4,0
0x14467952,0x17510262,14,カラオケＢＯＸ,4,0,4,0
0x144679B6,0x175102C6,16,ゲームパラダイス,8,0,8,0
0x144679CA,0x175102DA,16,ゲームパラダイス,8,0,8,0
0x14467A1A,0x1751032A,16,カード式ロッカー,8,0,7,1
0x14467A2E,0x1751033E,16,カード式ロッカー,8,0,7,1
0x14467A42,0x17510352,16,カード式ロッカー,8,0,7,1
0x14467A56,0x17510366,14,ロッカーの中？,6,1,4,1
0x14467A6A,0x1751037A,8,コテージ,4,0,4,0
0x14467A7E,0x1751038E,14,コテージの部屋,7,1,4,2
0x14467A92,0x175103A2,12,森林・遊歩道,6,0,1,5
0x14467ACE,0x175103DE,18,ゲストハウス・右側,9,0,7,2
0x14467AE2,0x175103F2,18,ゲストハウス・裏口,9,0,7,2
0x14467AF6,0x17510406,18,ゲストハウス・左側,9,0,7,2
0x14467B0A,0x1751041A,14,従業員ロッカー,7,0,4,3
0x14467B1E,0x1751042E,18,ゲストハウス・廊下,9,0,7,2
0x14467B32,0x17510442,10,サラの部屋,5,1,2,2
0x14467B46,0x17510456,18,ゲストハウス・廊下,9,0,7,2
0x14467B5A,0x1751046A,12,ロッカーの中,6,1,4,1
0x14467B6E,0x1751047E,12,ロッカーの中,6,1,4,1
0x14467B82,0x17510492,8,リムジン,4,0,4,0
0x14467B96,0x175104A6,14,美紅のコテージ,7,1,4,2
0x14467BBE,0x175104CE,14,バスルームの前,7,1,5,1
0x14467BD2,0x175104E2,10,バスルーム,5,0,5,0
0x14467BE6,0x175104F6,14,コテージ事務所,7,0,4,3
0x14467BFA,0x1751050A,18,事務所・カウンター,9,0,6,3
0x14467C0E,0x1751051E,10,コロシアム,5,0,5,0
0x14467C22,0x17510532,18,アルティメット受付,9,0,7,2
0x14467C72,0x17510582,12,ゲストルーム,6,0,6,0
0x14467C86,0x17510596,18,アウストラルドーム,9,0,9,0
0x14467C9A,0x175105AA,10,ドームの中,5,1,3,1
0x14467CAE,0x175105BE,10,ドームの中,5,1,3,1
0x14467CC2,0x175105D2,10,ドームの中,5,1,3,1
0x14467CD6,0x175105E6,18,アスレチック・ジム,9,0,9,0
0x14467CEA,0x175105FA,14,ジム・受け付け,7,2,3,2
0x14467CFE,0x1751060E,18,トレーニングルーム,9,0,9,0
0x14467D12,0x17510622,18,トレーニングルーム,9,0,9,0
0x14467D3A,0x1751064A,6,プール,3,0,3,0
0x14467D4E,0x1751065E,14,プール・サイド,7,0,7,0
0x14467D62,0x17510672,12,イベント会場,6,0,4,2
0x14467D76,0x17510686,18,イベント会場・客席,9,0,5,4
0x14467D8A,0x1751069A,12,ステージの前,6,1,4,1
0x14467D9E,0x175106AE,16,ミスコン受け付け,8,2,4,2
0x14467DB2,0x175106C2,14,ミスコン控え室,7,1,4,2
0x14467DC6,0x175106D6,14,ミスコン控え室,7,1,4,2
0x14467DDA,0x175106EA,16,フィッティング室,8,0,7,1
0x14467DEE,0x175106FE,14,ダミアの占い館,7,2,3,2
0x14467E02,0x17510712,14,ダミアの占い館,7,2,3,2
0x14467E16,0x17510726,18,カード式有料トイレ,9,0,6,3
0x14467E2A,0x1751073A,12,トイレの個室,6,1,3,2
0x14467E3E,0x1751074E,18,バーチャルシアター,9,0,9,0
